time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
62.526011,0.9698,-0.5616,-1.3291,1.739
62.530654,0.5389,-0.5130,-1.7006,1.856
62.534810,0.1447,-0.3872,-2.0079,2.050
62.539735,-0.0092,-0.3333,-2.2984,2.322
62.544258,0.1016,-0.3493,-2.7847,2.808
62.550258,0.5550,-0.5748,-3.0095,3.114
62.560696,0.8091,-0.9188,-3.0521,3.288
62.562429,0.8604,-1.3858,-3.0179,3.431
62.567365,0.7340,-1.7478,-3.1225,3.653
62.575079,0.4993,-1.9211,-3.2608,3.817
62.576818,0.3644,-2.1069,-3.3442,3.969
62.580996,0.4869,-2.2890,-3.1816,3.950
62.585947,0.6127,-2.4179,-3.0720,3.957
62.590092,0.6805,-2.4492,-3.0798,3.993
62.594074,0.6120,-2.3409,-3.1450,3.968
62.599800,0.7223,-2.1729,-3.1117,3.863
62.606964,0.6745,-2.0042,-3.0278,3.693
62.608870,0.4288,-1.9408,-3.0842,3.669
62.613278,0.2307,-1.9400,-3.3500,3.878
62.618957,0.0450,-2.0540,-3.7078,4.239
62.623367,0.0614,-2.2014,-4.1169,4.669
62.628634,0.1059,-2.3176,-4.4839,5.049
62.634526,0.0975,-2.4283,-4.8450,5.420
62.642254,0.1060,-2.4806,-5.2864,5.840
62.643715,0.0475,-2.5170,-5.6742,6.208
62.649594,-0.1358,-2.5995,-6.0229,6.561
62.656821,-0.2009,-2.7582,-6.1630,6.755
62.659699,-0.2306,-2.9754,-6.2432,6.920
62.663433,-0.3305,-3.2743,-6.2972,7.105
62.669202,-0.4587,-3.4796,-6.3827,7.284
62.673945,-0.5289,-3.4309,-6.7056,7.551
62.677731,-0.5211,-3.1663,-7.0533,7.749
62.682897,-0.5191,-2.8481,-7.3090,7.861
62.687762,-0.5837,-2.5495,-7.4660,7.911
62.692614,-0.5621,-2.3177,-7.5033,7.873
62.699076,-0.5223,-2.1522,-7.3899,7.715
62.704556,-0.5021,-1.9962,-7.0921,7.385
62.707891,-0.5153,-1.9156,-6.6839,6.972
62.711963,-0.5802,-1.9955,-6.3391,6.671
62.717868,-0.7532,-2.1054,-6.0907,6.488
62.723404,-0.8677,-2.2320,-5.9095,6.376
62.728168,-0.8399,-2.3689,-5.7114,6.240
62.733242,-0.8135,-2.5216,-5.4652,6.074
62.743808,-0.6908,-2.6213,-5.1467,5.817
62.745443,-0.5062,-2.6870,-4.9283,5.636
62.749037,-0.4440,-2.5863,-4.7910,5.463
62.751868,-0.3701,-2.4245,-4.6152,5.226
62.762175,-0.3092,-2.1940,-4.2766,4.817
62.763509,-0.2576,-1.8665,-3.8305,4.269
62.767230,-0.2083,-1.5138,-3.4826,3.803
62.772285,-0.0822,-1.2098,-3.2497,3.469
62.776440,0.0246,-0.9416,-3.1988,3.335
62.781638,0.1594,-0.7152,-3.2989,3.379
62.787990,0.2284,-0.5462,-3.3973,3.449
62.791849,0.1743,-0.4960,-3.5444,3.583
62.796415,0.1789,-0.4207,-3.6494,3.678
62.800866,0.1533,-0.3416,-3.6503,3.669
62.806418,0.1275,-0.2300,-3.5758,3.585
62.811890,0.0909,-0.1627,-3.4451,3.450
62.815629,-0.0388,-0.0872,-3.3156,3.317
62.823129,-0.1919,-0.0136,-3.2516,3.257
62.827052,-0.2508,-0.0641,-3.1907,3.201
62.831057,-0.2821,-0.1147,-3.0897,3.105
62.836507,-0.3015,-0.1586,-2.9676,2.987
62.851778,-0.3268,-0.1605,-2.7573,2.781
62.853515,-0.3441,-0.1522,-2.5351,2.563
62.855590,-0.2872,-0.0483,-2.2866,2.305
62.856259,-0.2337,-0.0045,-1.9713,1.985
62.860741,-0.1588,0.0745,-1.6822,1.691
62.866186,-0.0573,0.1455,-1.4626,1.471
62.871489,0.0736,0.2423,-1.2311,1.257
62.875773,0.2069,0.3459,-0.9806,1.060
62.882021,0.3247,0.4035,-0.7279,0.893
62.886149,0.3684,0.4679,-0.5397,0.804
62.890245,0.3555,0.4977,-0.2868,0.676
62.895648,0.2470,0.4641,-0.0503,0.528
62.900298,0.1242,0.3666,0.0290,0.388
62.907329,0.0594,0.2335,0.0587,0.248
62.910170,0.0175,0.0502,0.0009,0.053
62.914819,0.0297,-0.0565,0.0085,0.064
62.922445,0.0409,-0.1748,0.0624,0.190
62.924815,0.0106,-0.2735,0.1098,0.295
62.942742,-0.0756,-0.2994,0.1099,0.328
62.944123,-0.1476,-0.2947,0.0291,0.331
62.944696,-0.2431,-0.2711,-0.0156,0.365
62.945236,-0.3083,-0.2352,-0.1321,0.410
62.950620,-0.3425,-0.1769,-0.2343,0.451
62.962710,-0.3723,-0.0935,-0.2508,0.459
62.963644,-0.2361,-0.1044,-0.4829,0.548
62.964104,-0.0109,-0.2046,-0.7802,0.807
62.972239,0.1827,-0.2960,-1.0232,1.081
62.974900,0.2885,-0.3454,-1.2001,1.282
62.978510,0.3492,-0.3793,-1.2416,1.344
62.983681,0.3514,-0.4029,-1.2049,1.318
62.989680,0.2855,-0.3951,-1.0873,1.192
62.994618,0.1271,-0.3350,-0.9699,1.034
62.998736,0.0509,-0.3118,-0.7541,0.818
63.002893,0.0261,-0.3454,-0.6405,0.728
63.008820,0.0038,-0.3855,-0.5740,0.691
63.014355,0.0174,-0.4277,-0.6428,0.772
63.019689,0.0221,-0.4837,-0.7776,0.916
63.023357,0.0458,-0.6057,-0.8972,1.084
63.028820,0.0348,-0.6741,-1.0019,1.208
63.033706,0.0694,-0.6936,-1.0296,1.243
63.040596,0.1121,-0.6717,-1.0403,1.243
63.045229,0.0457,-0.6675,-1.1680,1.346
63.047893,-0.0053,-0.6419,-1.3315,1.478
63.063477,-0.0844,-0.5750,-1.5189,1.626
63.064459,-0.0447,-0.5329,-1.6225,1.708
63.064952,-0.0542,-0.3790,-1.8530,1.892
63.066898,-0.0673,-0.2713,-2.0810,2.100
63.072917,-0.0818,-0.2269,-2.4164,2.428
63.078270,-0.1390,-0.2629,-2.6915,2.708
63.083132,-0.2512,-0.2841,-2.8608,2.886
63.087702,-0.3079,-0.3224,-2.8620,2.897
63.092238,-0.3758,-0.4126,-2.7383,2.795
63.097565,-0.4375,-0.4936,-2.4872,2.573
63.101211,-0.4637,-0.6028,-2.0944,2.228
63.107469,-0.4775,-0.7560,-1.6196,1.850
63.112277,-0.4377,-0.8753,-1.1488,1.509
63.116773,-0.3438,-0.9667,-0.7729,1.285
63.121022,-0.1887,-0.9849,-0.5465,1.142
63.127584,-0.0755,-0.9849,-0.5555,1.133
63.131791,0.0282,-1.0186,-0.9650,1.403
63.151728,0.1725,-1.1228,-1.4832,1.868
63.154307,0.2719,-1.0997,-1.8593,2.177
63.155056,-0.0088,-0.7752,-2.1799,2.314
63.155526,-0.2290,-0.4802,-2.6273,2.681
63.156076,-0.2008,-0.5252,-3.0343,3.086
63.161523,-0.1911,-0.5656,-3.5928,3.642
63.165738,-0.2581,-0.5251,-4.1427,4.184
63.172378,-0.2207,-0.4623,-4.5984,4.627
63.176093,-0.2280,-0.4096,-4.9816,5.004
63.181570,-0.2229,-0.4689,-5.2785,5.304
63.186791,-0.2516,-0.4384,-5.4796,5.503
63.190698,-0.2713,-0.4854,-5.4513,5.480
63.197163,-0.2819,-0.5980,-5.1434,5.186
63.199891,-0.3521,-0.6795,-4.5920,4.655
63.206453,-0.5312,-0.7056,-3.7347,3.838
63.210509,-0.6870,-0.7502,-2.8223,3.000
63.215750,-0.6463,-0.8561,-1.8184,2.111
63.221972,-0.3488,-0.9748,-0.8370,1.331
63.224906,0.0488,-1.0551,-0.0309,1.057
63.231351,0.5255,-1.1172,0.6342,1.388
63.253220,0.8841,-1.2242,1.1013,1.869
63.254770,1.0406,-1.2762,1.3469,2.127
63.255491,0.9745,-1.3332,1.2206,2.054
63.256118,0.7854,-1.3970,0.8349,1.807
63.256709,0.4803,-1.3663,0.3139,1.482
63.260929,0.2355,-1.2333,-0.0603,1.257
63.265065,0.1004,-1.0455,-0.3169,1.097
63.271562,0.0687,-0.8127,-0.3870,0.903
63.274849,0.1001,-0.6211,-0.2156,0.665
63.279571,0.1274,-0.3921,0.0796,0.420
63.284865,0.1124,-0.1812,0.5299,0.571
63.289971,-0.0076,0.0042,1.0130,1.013
63.294167,-0.1620,0.1664,1.4718,1.490
63.299408,-0.3181,0.2526,1.9543,1.996
63.303607,-0.3450,0.2341,2.3075,2.345
63.308669,-0.2554,0.1682,2.6367,2.654
63.314292,-0.1731,0.0622,2.9086,2.914
63.320737,-0.1113,-0.0142,3.0488,3.051
63.324480,0.0260,-0.0324,3.1363,3.137
63.329111,0.1664,-0.0111,3.1736,3.178
63.342162,0.2781,0.0096,3.1632,3.175
63.343389,0.3942,0.0472,3.0835,3.109
63.343933,0.5288,0.1147,2.9489,2.998
63.348199,0.5974,0.0983,2.8143,2.879
63.355914,0.5687,0.0822,2.6773,2.738
63.358457,0.5452,0.0384,2.5643,2.622
63.362961,0.6107,-0.0188,2.5350,2.608
63.368736,0.7360,-0.1016,2.6134,2.717
63.372612,0.8281,-0.2134,2.9093,3.032
63.379570,0.8633,-0.2576,3.2315,3.355
63.383424,0.8660,-0.2737,3.5441,3.659
63.390698,0.7782,-0.2553,3.7633,3.851
63.391794,0.6685,-0.1914,3.8700,3.932
63.397606,0.4396,-0.0704,3.9121,3.937
63.402918,0.2807,0.0813,3.9971,4.008
63.406995,0.1231,0.2710,3.9290,3.940
63.412420,-0.0232,0.3917,3.7460,3.766
63.417592,-0.1148,0.5015,3.5390,3.576
63.423150,-0.1252,0.5821,3.2721,3.326
63.428021,-0.1088,0.6414,3.0050,3.075
63.431875,-0.0837,0.6920,2.7280,2.816
63.436871,-0.0087,0.7175,2.4962,2.597
63.441874,0.0870,0.8138,2.3694,2.507
63.446895,0.0374,0.9329,2.2544,2.440
63.460044,0.0609,1.0220,2.2184,2.443
63.461096,0.1459,1.1306,2.2519,2.524
63.461979,0.2091,1.1622,2.3887,2.665
63.474967,0.2454,1.1662,2.5953,2.856
63.475875,0.2069,1.0843,2.7930,3.003
63.476544,0.0561,0.9422,2.9219,3.071
63.481617,-0.0885,0.7540,2.9679,3.063
63.485972,-0.2128,0.5604,2.8831,2.945
63.491256,-0.2736,0.3186,2.7130,2.745
63.497115,-0.2386,0.1006,2.4289,2.443
63.501066,-0.1566,-0.0451,2.0881,2.094
63.505982,-0.1169,-0.1373,1.7601,1.769
63.510875,-0.0674,-0.1231,1.4852,1.492
63.516999,0.0001,-0.0574,1.2849,1.286
63.521022,0.1134,0.0458,1.0323,1.039
63.526048,0.2181,0.1390,0.9090,0.945
63.530979,0.3099,0.2537,0.7859,0.882
63.536225,0.3460,0.3641,0.6508,0.822
63.541584,0.2856,0.5208,0.6377,0.871
63.545012,0.1163,0.6595,0.6627,0.942
63.556637,-0.0619,0.8088,0.6877,1.063
63.558099,-0.1950,0.8493,0.7365,1.141
63.561546,-0.2475,0.8337,0.7134,1.125
63.566724,-0.2887,0.7743,0.7000,1.083
63.575757,-0.2374,0.6948,0.6889,1.007
63.576648,-0.2067,0.6021,0.7544,0.987
63.581674,-0.2284,0.5078,0.8151,0.987
63.585969,-0.2975,0.4184,0.9260,1.059
63.589935,-0.3302,0.3118,0.9987,1.097
63.595535,-0.3740,0.2327,1.0930,1.178
63.601599,-0.3429,0.1635,1.1850,1.244
63.606012,-0.2985,0.1301,1.2173,1.260
63.610453,-0.2615,0.1298,1.1230,1.160
63.614563,-0.1791,0.0787,1.0408,1.059
63.620849,-0.1251,0.1064,0.9636,0.978
63.625102,-0.0466,0.1343,0.7981,0.811
63.630335,0.0256,0.1223,0.6472,0.659
63.642351,0.0486,0.1428,0.5156,0.537
63.643323,0.0107,0.1867,0.4606,0.497
63.643830,-0.0763,0.2597,0.3028,0.406
63.665203,-0.1306,0.2522,0.1499,0.321
63.666524,-0.1262,0.2607,0.0089,0.290
63.666933,-0.0800,0.2497,-0.0866,0.276
63.667274,-0.0259,0.2481,-0.1343,0.283
63.671093,-0.0195,0.2703,-0.1605,0.315
63.674814,-0.0752,0.2661,-0.1438,0.312
63.680749,-0.1141,0.2878,-0.0554,0.314
63.686773,-0.1510,0.2870,0.0878,0.336
63.688892,-0.2078,0.2990,0.2285,0.430
63.694493,-0.2371,0.2394,0.4050,0.527
63.701222,-0.2943,0.1963,0.5407,0.646
63.703146,-0.2435,0.1594,0.6884,0.747
63.708640,-0.2478,0.1019,0.8074,0.851
63.713633,-0.2264,0.0735,0.9194,0.950
63.719545,-0.2536,0.0333,0.9622,0.996
63.724135,-0.3199,0.0195,0.9384,0.992
63.727775,-0.3886,0.0060,0.8527,0.937
63.733075,-0.3374,-0.0142,0.7267,0.801
63.737891,-0.2806,-0.0051,0.6083,0.670
63.743260,-0.1818,-0.0214,0.4735,0.508
63.747909,-0.1022,-0.0173,0.2935,0.311
63.753748,-0.1293,-0.0091,0.1377,0.189
63.760350,-0.0925,0.0108,0.0299,0.098
63.762075,-0.0322,0.0331,-0.1162,0.125
63.773793,0.0108,0.0487,-0.2073,0.213
63.774788,0.0462,0.0960,-0.2195,0.244
63.780113,0.0309,0.1439,-0.2294,0.273
63.790839,-0.0135,0.1710,-0.2348,0.291
63.792229,-0.0678,0.1435,-0.2093,0.263
63.792839,-0.1062,0.1426,-0.1672,0.244
63.796995,-0.1173,0.1274,-0.0654,0.185
63.801597,-0.1497,0.0712,0.0458,0.172
63.807590,-0.1820,0.0076,0.0708,0.195
63.812892,-0.1546,-0.0614,0.1101,0.199
63.817203,-0.1079,-0.1309,0.1160,0.205
63.820891,-0.0753,-0.1723,0.1003,0.213
63.827312,-0.0424,-0.2117,0.0751,0.229
63.830714,-0.0450,-0.2656,0.0117,0.270
63.838998,-0.0566,-0.2526,-0.0517,0.264
63.841497,-0.0409,-0.2416,-0.1558,0.290
63.846151,-0.0098,-0.1942,-0.2288,0.300
63.857170,0.0034,-0.1700,-0.2780,0.326
63.858199,0.0277,-0.1355,-0.3321,0.360
63.862622,0.0300,-0.1143,-0.4103,0.427
63.873106,0.0534,-0.0419,-0.4336,0.439
63.874153,0.0977,-0.0262,-0.4046,0.417
63.876340,0.1003,-0.0316,-0.3662,0.381
63.881524,0.0825,-0.0031,-0.2969,0.308
63.887465,0.0152,-0.0175,-0.2517,0.253
63.890221,-0.0929,-0.0102,-0.5343,0.542
63.895817,-0.0820,-0.0052,-0.5179,0.524
63.904444,-0.0344,-0.0218,-0.4203,0.422
63.905586,-0.0013,-0.0342,-0.2342,0.237
63.910297,0.0115,-0.0521,-0.0841,0.100
63.916541,-0.0824,-0.0038,-0.0631,0.104
63.919457,-0.1106,-0.0565,-0.1400,0.187
63.924865,-0.1210,-0.0761,-0.1616,0.216
63.929750,-0.0758,-0.0601,-0.1496,0.178
63.934805,-0.0467,-0.0800,-0.1278,0.158
63.941355,-0.0501,-0.0617,-0.1513,0.171
63.944473,0.0050,-0.0790,-0.1651,0.183
63.967114,0.0974,-0.0961,-0.2052,0.247
63.968134,0.1555,-0.1415,-0.2021,0.292
63.968697,0.1701,-0.1481,-0.2563,0.341
63.969179,0.1130,-0.1659,-0.3106,0.370
63.969751,0.0657,-0.1517,-0.3697,0.405
63.976486,0.0163,-0.1332,-0.3829,0.406
63.979440,0.0102,-0.0641,-0.3962,0.401
63.984430,0.0091,-0.0541,-0.3786,0.383
63.988874,-0.0106,-0.0079,-0.3683,0.369
63.994305,-0.0109,-0.0234,-0.3391,0.340
64.000914,-0.0658,-0.0313,-0.3150,0.323
64.004478,-0.0919,-0.0390,-0.3029,0.319
64.009109,-0.0867,-0.0604,-0.2838,0.303
64.013871,-0.0840,-0.0408,-0.2863,0.301
64.019380,-0.0509,-0.0349,-0.2841,0.291
64.023215,-0.0542,-0.0167,-0.2082,0.216
64.028731,-0.0246,-0.0172,-0.1425,0.146
64.034349,-0.0528,-0.0247,-0.1010,0.117
64.038491,-0.0122,-0.0179,-0.0693,0.073
64.042834,0.0017,-0.0086,-0.0473,0.048
64.054047,0.0274,-0.0044,-0.0611,0.067
64.055228,0.0076,-0.0337,-0.0392,0.052
64.058573,-0.0142,0.0081,-0.0483,0.051
64.063488,-0.0094,0.0135,-0.0099,0.019
64.067792,0.0220,0.0159,0.0188,0.033
64.074029,0.0558,0.0080,0.0804,0.098
64.081906,0.0731,0.0208,0.1011,0.127
64.082841,0.0717,0.0399,0.1265,0.151
64.087173,0.0540,0.0440,0.1136,0.133
64.092942,0.0488,0.0383,0.0819,0.103
64.097695,0.0226,0.0301,0.0503,0.063
64.102642,0.0277,0.0242,0.0499,0.062
64.107257,0.0354,-0.0098,0.0447,0.058
64.112449,0.0671,-0.0222,0.0870,0.112
64.116702,0.0514,-0.0485,0.0814,0.108
64.124143,0.0415,-0.0269,0.0567,0.075
64.127403,0.0304,-0.0029,0.0844,0.090
64.132157,0.0325,-0.0003,0.0571,0.066
64.137849,0.0596,0.0261,0.0726,0.098
64.142000,0.0781,0.0404,0.1330,0.159
64.160505,0.0566,0.0732,0.2001,0.220
64.161278,0.0282,0.1171,0.2285,0.258
64.161727,0.0023,0.1555,0.2117,0.263
64.162073,-0.0051,0.1647,0.2284,0.282
64.173876,0.0271,0.1710,0.2213,0.281
64.174775,0.0273,0.1463,0.1835,0.236
64.177631,0.0362,0.1288,0.1199,0.180
64.181320,0.0086,0.1046,0.0593,0.121
64.185788,-0.0123,0.0478,-0.0149,0.052
64.191704,-0.0267,0.0632,-0.0245,0.073
64.196013,-0.0321,0.0388,-0.0553,0.075
64.202045,0.0074,0.0272,-0.1357,0.139
64.206818,0.0630,0.0046,-0.1584,0.171
64.212500,0.1180,-0.0195,-0.1217,0.171
64.216141,0.1011,-0.0004,-0.0544,0.115
64.220274,0.0321,-0.0122,-0.0138,0.037
64.225408,0.0229,0.0116,0.0668,0.072
64.231144,-0.0031,0.0062,0.1207,0.121
64.236430,-0.0079,0.0524,0.1909,0.198
64.242094,0.0011,0.0474,0.2297,0.235
64.245598,-0.0118,0.0462,0.2374,0.242
64.250443,0.0223,0.0560,0.1977,0.207
64.255824,-0.0133,0.0958,0.1418,0.172
64.259614,-0.0442,0.0850,0.0437,0.105
64.270730,-0.0632,0.1001,-0.0488,0.128
64.271662,-0.0487,0.0725,-0.1311,0.158
64.278600,0.0132,0.0595,-0.1889,0.199
64.279728,0.0248,0.0113,-0.2368,0.238
64.285640,-0.0014,-0.0122,-0.3247,0.325
64.289852,-0.0342,-0.0276,-0.4049,0.407
64.295689,-0.0308,-0.0371,-0.4274,0.430
64.300766,-0.0297,-0.0527,-0.4499,0.454
64.306506,-0.0427,-0.0461,-0.3962,0.401
64.309854,-0.0056,-0.0365,-0.3550,0.357
64.313892,0.0051,-0.0506,-0.2642,0.269
64.322184,0.0061,-0.0643,-0.1955,0.206
64.324105,0.0044,-0.0423,-0.1251,0.132
64.328148,-0.0001,-0.0443,-0.0551,0.071
64.334684,-0.0074,-0.0207,0.0191,0.029
64.339662,-0.0364,-0.0335,0.0452,0.067
64.344655,-0.0749,-0.0254,0.0950,0.124
64.354139,-0.0992,-0.0538,0.0257,0.116
64.355080,-0.0496,-0.0921,-0.0288,0.109
64.362013,-0.0285,-0.0998,-0.0780,0.130
64.368759,0.0026,-0.1053,-0.0984,0.144
64.369791,0.0103,-0.0991,-0.1305,0.164
64.373943,-0.0003,-0.1074,-0.1648,0.197
64.380905,-0.0268,-0.0826,-0.1443,0.168
64.386174,-0.0810,-0.0793,-0.1691,0.204
64.388884,-0.0916,-0.0496,-0.1842,0.212
64.394713,-0.0973,-0.0362,-0.2088,0.233
64.399335,-0.0366,-0.0532,-0.1881,0.199
64.406313,-0.0219,-0.0409,-0.1723,0.178
64.408835,-0.0241,-0.0400,-0.1946,0.200
64.416231,0.0068,-0.0766,-0.1859,0.201
64.417329,-0.0005,-0.0674,-0.1892,0.201
64.422833,0.0284,-0.1318,-0.1925,0.235
64.427730,0.0719,-0.1768,-0.2125,0.286
64.433546,0.0754,-0.1978,-0.1801,0.278
64.438498,0.1204,-0.2143,-0.2216,0.331
64.442453,0.0590,-0.1977,-0.1679,0.266
64.452336,-0.0537,-0.1436,-0.1551,0.218
64.453149,-0.1277,-0.0614,-0.1304,0.193
64.459082,-0.1592,-0.0532,-0.1059,0.198
64.467408,-0.1037,0.0171,-0.1100,0.152
64.468208,-0.0903,0.0446,-0.1283,0.163
64.472968,-0.0512,0.0630,-0.1677,0.186
64.477919,-0.0953,0.0462,-0.2306,0.254
64.483090,-0.0885,0.0370,-0.2290,0.248
64.487387,-0.0239,0.0352,-0.2251,0.229
64.492884,0.0242,0.0050,-0.1810,0.183
64.497483,0.0508,-0.0183,-0.0683,0.087
64.501256,-0.0270,-0.0181,-0.0041,0.033
64.507270,-0.0515,-0.0328,0.0620,0.087
64.510899,-0.0043,-0.0626,0.0776,0.100
64.515637,0.0356,-0.0289,0.0814,0.093
64.520849,0.0303,-0.0460,0.0542,0.077
64.527428,0.0323,-0.0257,0.0107,0.043
64.530900,0.0199,-0.0130,-0.0158,0.029
64.537284,-0.0022,0.0186,-0.0516,0.055
64.541530,-0.0580,0.0619,-0.0656,0.107
64.546784,-0.1621,0.0244,-0.0794,0.182
64.550753,-0.1835,0.0255,-0.1215,0.222
64.556344,-0.1319,0.0056,-0.1727,0.217
64.561413,-0.0592,-0.0137,-0.2117,0.220
64.572294,0.0542,0.0011,-0.2623,0.268
64.573307,0.0941,0.0499,-0.3008,0.319
64.577606,0.1033,0.0446,-0.2868,0.308
64.579955,0.0559,0.0688,-0.3038,0.317
64.587557,-0.0332,0.0674,-0.3090,0.318
64.592633,-0.0880,0.0548,-0.2809,0.299
64.601489,-0.1044,0.0215,-0.1867,0.215
64.602557,-0.0332,-0.0137,-0.0931,0.100
64.605681,0.0224,-0.0273,-0.0098,0.037
64.610260,0.0175,-0.0431,0.0277,0.054
64.616048,0.0306,-0.0756,0.0770,0.112
64.622438,0.0024,-0.0608,0.1283,0.142
64.624526,-0.0194,-0.0275,0.1697,0.173
64.630622,-0.0445,-0.0260,0.1896,0.197
64.635855,-0.0275,-0.0251,0.1715,0.175
64.640781,-0.0257,-0.0081,0.1773,0.179
64.645660,-0.0053,-0.0036,0.1570,0.157
64.649463,-0.0043,0.0215,0.1726,0.174
64.654362,0.0298,0.0219,0.1810,0.185
64.660104,0.0304,0.0167,0.2392,0.242
64.670550,0.0355,0.0130,0.2518,0.255
64.671558,0.0664,0.0443,0.2621,0.274
64.676367,0.0587,0.0248,0.2059,0.215
64.683033,0.0055,0.0240,0.1240,0.126
64.683944,-0.0141,0.0352,0.0192,0.043
64.690010,-0.0215,0.0207,-0.1181,0.122
64.694065,-0.0167,0.0283,-0.1926,0.195
64.700205,-0.0210,0.0439,-0.2499,0.255
64.704128,-0.0485,0.0224,-0.2498,0.255
64.710000,-0.0135,0.0282,-0.2522,0.254
64.714664,-0.0091,-0.0102,-0.2025,0.203
64.718183,-0.0355,-0.0429,-0.1865,0.195
64.724204,-0.0021,-0.0559,-0.1492,0.159
64.729010,0.0525,-0.0303,-0.1171,0.132
64.732475,0.0785,-0.0310,-0.1161,0.144
64.738345,0.0666,-0.0010,-0.0914,0.113
64.743538,0.0291,-0.0167,-0.0598,0.069
64.747819,-0.0151,0.0290,0.0166,0.037
64.753306,-0.0544,0.0571,0.1186,0.142
64.758633,-0.0103,0.0724,0.0868,0.113
64.774642,0.0504,0.0348,0.1098,0.126
64.775910,0.0847,0.0302,0.0900,0.127
64.776906,0.0765,-0.0412,0.0917,0.126
64.782196,0.0785,-0.0292,0.0980,0.129
64.783024,0.0289,-0.0342,0.1256,0.133
64.796424,-0.0101,-0.0440,0.1055,0.115
64.798385,-0.0029,-0.0181,0.1305,0.132
64.799136,0.0049,-0.0590,0.1576,0.168
64.804089,0.0846,-0.0450,0.1631,0.189
64.807655,0.0739,-0.0242,0.1567,0.175
64.812602,0.0207,-0.0084,0.1313,0.133
64.817125,-0.0035,0.0333,0.0776,0.085
64.822533,-0.0106,0.0558,0.0125,0.058
64.830077,-0.0102,0.0521,-0.0379,0.065
64.833744,0.0049,0.0249,-0.0666,0.071
64.837723,0.0249,0.0479,-0.0926,0.107
64.842684,0.0185,0.0567,-0.0805,0.100
64.846813,-0.0264,0.0823,-0.0755,0.115
64.852514,0.0095,0.0223,-0.0492,0.055
64.858344,0.0422,-0.0110,-0.0468,0.064
64.871427,0.0906,-0.0299,0.0292,0.100
64.872531,0.0358,-0.0204,0.0216,0.047
64.873099,-0.0194,-0.0302,0.0379,0.052
64.876990,-0.0012,-0.0259,-0.0290,0.039
64.882105,0.0328,-0.0262,-0.0691,0.081
64.887087,0.0542,-0.0550,-0.1232,0.145
64.893013,0.0396,-0.0312,-0.1269,0.137
64.898417,0.0348,0.0045,-0.1472,0.151
64.904780,0.0043,0.0044,-0.1246,0.125
64.906213,-0.0327,0.0140,-0.0928,0.099
64.911701,-0.0120,0.0260,-0.0732,0.079
64.916374,0.0400,-0.0143,-0.1084,0.116
64.920465,0.0945,-0.0731,-0.1149,0.166
64.925173,0.1039,-0.0246,-0.0454,0.116
64.929761,0.0281,-0.0480,-0.0049,0.056
64.935818,-0.0304,-0.0334,-0.0170,0.048
64.940143,-0.0411,-0.0145,-0.0195,0.048
64.951360,-0.0542,-0.0125,-0.0410,0.069
64.952257,-0.0177,-0.0084,-0.0907,0.093
64.957469,0.0209,-0.0140,-0.1139,0.117
64.966888,0.0090,-0.0007,-0.0941,0.095
64.967888,-0.0222,0.0031,-0.1243,0.126
64.969895,-0.0919,-0.0215,-0.1376,0.167
64.975147,-0.1287,-0.0267,-0.1554,0.204
64.980669,-0.1325,-0.0221,-0.1731,0.219
64.985498,-0.0416,-0.0267,-0.1906,0.197
64.989171,0.0225,-0.0642,-0.2056,0.217
64.996086,0.0555,-0.0703,-0.1992,0.218
64.998986,0.0650,-0.0546,-0.1715,0.191
65.004059,0.0299,-0.0366,-0.1607,0.168
65.009801,-0.0021,-0.0019,-0.1406,0.141
65.014814,-0.0453,0.0302,-0.1396,0.150
65.022588,-0.0735,0.0290,-0.1340,0.156
65.024556,-0.0564,0.0515,-0.0999,0.126
65.029301,-0.0584,0.0263,-0.0257,0.069
65.034598,-0.0416,0.0224,0.0408,0.062
65.039569,-0.0038,-0.0030,0.0592,0.059
65.044365,0.0169,-0.0450,0.0206,0.052
65.050082,0.0018,-0.0605,0.0107,0.061
65.053331,-0.0109,-0.0829,0.0532,0.099
65.057806,-0.0616,-0.0340,0.0431,0.083
65.069220,-0.1072,-0.0423,0.0307,0.119
65.070315,-0.0905,-0.0244,-0.0148,0.095
65.074780,-0.0406,-0.0230,-0.0457,0.065
65.082295,0.0399,0.0095,-0.0408,0.058
65.083629,0.0414,-0.0244,-0.0668,0.082
65.087901,0.0143,-0.0293,-0.0594,0.068
65.095489,-0.0131,-0.0197,-0.0045,0.024
65.098394,-0.0790,-0.0126,0.0286,0.085
65.103699,-0.0811,-0.0485,0.1114,0.146
65.110495,-0.0676,-0.0751,0.1794,0.206
65.113977,-0.0860,-0.0427,0.1329,0.164
65.118611,-0.0007,-0.0439,0.0869,0.097
65.121757,-0.0047,0.0069,0.0272,0.028
65.127183,0.0549,0.0453,-0.0273,0.076
65.132257,0.0592,0.0145,-0.0600,0.086
65.137895,0.0373,0.0574,-0.0995,0.121
65.142406,0.0111,0.0737,-0.1006,0.125
65.146994,-0.0050,0.0304,-0.1090,0.113
65.151507,-0.0204,0.0110,-0.0911,0.094
65.157795,0.0833,0.0182,-0.1138,0.142
65.168622,0.1299,0.0515,-0.1649,0.216
65.169664,0.0751,0.0873,-0.1919,0.224
65.175477,0.0365,0.0615,-0.1880,0.201
65.181118,-0.0334,0.0194,-0.1676,0.172
65.182108,-0.0417,0.0230,-0.1191,0.128
65.187032,-0.0346,0.0479,-0.0782,0.098
