time,wx (rad/s),wy (rad/s),wz (rad/s)
1.841421,0.08,-0.04,0.03
1.844435,0.08,-0.04,0.04
1.847050,0.08,-0.04,0.04
1.849586,0.07,-0.04,0.04
1.851418,0.07,-0.04,0.03
1.853773,0.06,-0.04,0.03
1.859950,0.04,-0.04,0.03
1.860756,0.03,-0.03,0.03
1.861175,0.02,-0.03,0.02
1.868211,0.01,-0.03,0.02
1.869439,0.00,-0.02,0.02
1.870000,-0.01,-0.02,0.01
1.871159,-0.02,-0.02,0.01
1.873727,-0.03,-0.02,0.00
1.877213,-0.03,-0.02,0.00
1.888989,-0.04,-0.03,-0.00
1.890034,-0.04,-0.03,-0.01
1.890491,-0.05,-0.04,-0.01
1.890928,-0.05,-0.05,-0.01
1.891369,-0.05,-0.05,-0.02
1.891786,-0.05,-0.06,-0.02
1.893738,-0.05,-0.06,-0.02
1.896532,-0.04,-0.06,-0.02
1.898219,-0.04,-0.06,-0.02
1.900911,-0.03,-0.06,-0.02
1.903355,-0.03,-0.06,-0.02
1.905569,-0.02,-0.06,-0.02
1.908240,-0.01,-0.06,-0.01
1.911044,0.00,-0.06,-0.01
1.913398,0.01,-0.05,-0.01
1.915852,0.02,-0.04,-0.01
1.918211,0.03,-0.04,-0.00
1.920440,0.04,-0.03,0.00
1.923131,0.05,-0.02,0.01
1.925659,0.06,-0.01,0.01
1.928839,0.06,-0.00,0.02
1.930852,0.07,0.00,0.02
1.932841,0.07,0.01,0.03
1.939494,0.07,0.02,0.03
1.940100,0.07,0.02,0.03
1.940663,0.07,0.02,0.04
1.942943,0.07,0.02,0.03
1.945421,0.07,0.01,0.03
1.948094,0.06,0.01,0.03
1.955237,0.06,0.01,0.03
1.955890,0.05,0.01,0.02
1.956373,0.05,0.01,0.02
1.959650,0.04,0.01,0.02
1.960223,0.03,0.01,0.02
1.962426,0.02,0.02,0.01
1.964923,0.02,0.02,0.01
1.967907,0.01,0.02,0.01
1.969760,-0.00,0.02,0.01
1.972212,-0.01,0.02,0.00
1.974572,-0.02,0.01,0.00
1.981910,-0.03,0.01,-0.00
1.982712,-0.04,0.01,-0.00
1.983012,-0.05,0.01,-0.00
1.984535,-0.05,0.01,-0.00
1.988657,-0.06,0.01,-0.00
1.989311,-0.06,0.01,-0.00
1.991859,-0.06,0.01,-0.00
1.995170,-0.06,0.01,-0.00
1.997661,-0.06,-0.00,-0.00
1.999252,-0.06,-0.00,-0.00
2.002403,-0.06,-0.00,-0.00
2.004427,-0.05,-0.01,-0.00
2.007437,-0.05,-0.01,-0.00
2.010239,-0.04,-0.00,-0.00
2.012541,-0.03,-0.00,-0.00
2.015398,-0.03,-0.00,-0.00
2.017770,-0.02,-0.00,0.00
2.020044,-0.01,-0.00,0.00
2.022305,0.00,0.00,0.01
2.024401,0.01,0.00,0.01
2.027281,0.01,0.01,0.02
2.029526,0.02,0.02,0.02
2.031378,0.03,0.02,0.02
2.033751,0.03,0.03,0.03
2.036190,0.04,0.04,0.03
2.038504,0.05,0.05,0.02
2.041996,0.05,0.06,0.02
2.044102,0.06,0.07,0.02
2.046757,0.07,0.07,0.02
2.049445,0.07,0.08,0.02
2.052204,0.07,0.08,0.02
2.054569,0.07,0.09,0.02
2.056987,0.07,0.09,0.02
2.060874,0.07,0.09,0.02
2.061902,0.07,0.09,0.02
2.066336,0.06,0.09,0.02
2.067090,0.06,0.09,0.02
2.069759,0.05,0.09,0.02
2.071825,0.04,0.09,0.03
2.074601,0.02,0.09,0.03
2.077810,0.01,0.09,0.03
2.078813,-0.01,0.09,0.03
2.081466,-0.03,0.09,0.03
2.084553,-0.04,0.09,0.03
2.087598,-0.06,0.09,0.02
2.089890,-0.08,0.10,0.02
2.091188,-0.09,0.10,0.01
2.101313,-0.10,0.11,0.01
2.102316,-0.12,0.11,-0.00
2.102742,-0.13,0.11,-0.01
2.103138,-0.13,0.12,-0.01
2.103513,-0.14,0.12,-0.01
2.108627,-0.14,0.12,-0.01
2.109345,-0.14,0.12,-0.01
2.126784,-0.14,0.11,-0.01
2.127872,-0.14,0.09,-0.01
2.128377,-0.14,0.08,-0.01
2.128634,-0.13,0.06,-0.01
2.128862,-0.13,0.05,-0.01
2.129089,-0.12,0.04,-0.02
2.129316,-0.10,0.03,-0.02
2.129544,-0.09,0.02,-0.02
2.129989,-0.08,0.01,-0.02
2.133766,-0.06,0.01,-0.02
2.135396,-0.04,0.01,-0.02
2.138088,-0.03,-0.00,-0.02
2.140191,-0.01,-0.01,-0.02
2.144480,0.01,-0.01,-0.02
2.145459,0.02,-0.02,-0.01
2.147198,0.04,-0.02,-0.01
2.150016,0.05,-0.03,-0.01
2.152400,0.07,-0.04,-0.01
2.154827,0.08,-0.05,-0.00
2.157289,0.10,-0.05,-0.00
2.160677,0.11,-0.05,-0.00
2.161903,0.12,-0.05,-0.01
2.165223,0.13,-0.05,-0.01
2.167316,0.14,-0.04,-0.01
2.169567,0.15,-0.03,-0.01
2.172064,0.15,-0.02,-0.01
2.177039,0.16,-0.02,-0.01
2.178200,0.16,-0.01,-0.00
2.179316,0.16,-0.01,-0.00
2.181778,0.16,-0.00,-0.00
2.184932,0.16,0.00,0.00
2.186517,0.16,0.00,0.00
2.190039,0.15,0.01,0.00
2.197664,0.15,0.01,0.00
2.198873,0.15,0.02,0.00
2.199363,0.14,0.02,0.00
2.199748,0.14,0.02,0.01
2.204645,0.13,0.03,0.01
2.205654,0.12,0.03,0.01
2.208689,0.11,0.04,0.01
2.222091,0.10,0.04,0.02
2.223060,0.09,0.05,0.02
2.223467,0.08,0.05,0.02
2.223792,0.07,0.06,0.02
2.224134,0.06,0.07,0.02
2.224545,0.05,0.08,0.02
2.224861,0.05,0.08,0.02
2.232844,0.04,0.09,0.01
2.233961,0.03,0.09,0.02
2.234311,0.02,0.09,0.02
2.234610,0.02,0.09,0.02
2.245515,0.01,0.10,0.03
2.246453,0.01,0.10,0.03
2.246680,0.01,0.10,0.04
2.246962,0.01,0.11,0.04
2.247173,0.01,0.11,0.05
2.249877,0.00,0.12,0.05
2.252174,0.01,0.13,0.05
2.254688,0.01,0.13,0.05
2.257594,0.01,0.13,0.05
2.258866,0.02,0.13,0.05
2.262728,0.02,0.13,0.05
2.263985,0.03,0.13,0.04
2.266094,0.03,0.12,0.04
2.268495,0.04,0.11,0.04
2.271643,0.05,0.10,0.03
2.275494,0.05,0.09,0.03
2.276857,0.06,0.07,0.03
2.278023,0.06,0.05,0.02
2.281136,0.06,0.04,0.02
2.283860,0.07,0.04,0.02
2.286053,0.08,0.04,0.01
2.288124,0.09,0.03,0.01
2.296158,0.10,0.03,0.01
2.297220,0.10,0.03,0.01
2.297723,0.11,0.02,0.00
2.298148,0.11,0.02,-0.00
2.301263,0.12,0.01,-0.01
2.304703,0.12,0.01,-0.01
2.305514,0.12,0.00,-0.01
2.308689,0.12,0.00,-0.01
2.320809,0.12,0.00,-0.01
2.321691,0.11,0.01,-0.01
2.321969,0.11,0.02,-0.01
2.322216,0.10,0.03,-0.01
2.322483,0.09,0.04,0.00
2.323054,0.08,0.06,0.01
2.329328,0.06,0.07,0.01
2.330436,0.05,0.08,0.02
2.330797,0.04,0.10,0.02
2.333340,0.03,0.11,0.03
2.335320,0.01,0.12,0.04
2.339584,0.00,0.14,0.04
2.342342,-0.01,0.15,0.05
2.343495,-0.02,0.17,0.06
2.345887,-0.03,0.17,0.07
2.348436,-0.03,0.18,0.08
2.350900,-0.04,0.18,0.09
2.353166,-0.04,0.19,0.09
2.357932,-0.04,0.19,0.09
2.358858,-0.04,0.18,0.09
2.360430,-0.03,0.18,0.09
2.363366,-0.03,0.18,0.09
2.364953,-0.03,0.17,0.08
2.367689,-0.03,0.17,0.08
2.370090,-0.02,0.16,0.07
2.372014,-0.01,0.15,0.06
2.375314,-0.01,0.13,0.05
2.377613,-0.00,0.12,0.05
2.379845,0.00,0.09,0.04
2.382431,0.01,0.08,0.03
2.384682,0.01,0.06,0.03
2.388510,0.01,0.05,0.03
2.389837,0.01,0.04,0.03
2.405688,0.02,0.03,0.03
2.409216,0.01,0.01,0.02
2.409765,0.01,-0.00,0.02
2.410180,0.01,-0.01,0.02
2.410566,0.01,-0.03,0.02
2.410942,-0.00,-0.04,0.01
2.411313,-0.01,-0.05,0.01
2.411692,-0.02,-0.06,0.00
2.412094,-0.02,-0.06,-0.00
2.416690,-0.03,-0.07,-0.01
2.417370,-0.04,-0.07,-0.01
2.419466,-0.05,-0.08,-0.02
2.425282,-0.06,-0.08,-0.03
2.426196,-0.07,-0.08,-0.04
2.426780,-0.07,-0.09,-0.04
2.432845,-0.08,-0.09,-0.05
2.433898,-0.09,-0.08,-0.05
2.434342,-0.09,-0.08,-0.05
2.435743,-0.10,-0.07,-0.06
2.439798,-0.10,-0.06,-0.06
2.440856,-0.10,-0.05,-0.06
2.444099,-0.10,-0.04,-0.06
2.445663,-0.10,-0.03,-0.06
2.447749,-0.10,-0.02,-0.06
2.450928,-0.09,-0.01,-0.06
2.453229,-0.09,-0.01,-0.06
2.455756,-0.08,-0.00,-0.06
2.458243,-0.07,0.00,-0.06
2.460489,-0.06,0.01,-0.06
2.462211,-0.05,0.01,-0.06
2.464932,-0.04,0.01,-0.05
2.467560,-0.02,0.02,-0.05
2.470160,-0.01,0.02,-0.05
2.473188,-0.00,0.02,-0.04
2.475995,0.01,0.03,-0.03
2.478735,0.02,0.04,-0.03
2.480362,0.03,0.04,-0.03
2.483264,0.04,0.04,-0.02
2.485752,0.05,0.04,-0.02
2.487694,0.06,0.04,-0.01
2.495420,0.07,0.04,-0.01
2.496727,0.07,0.03,-0.01
2.497278,0.08,0.03,-0.01
2.500639,0.08,0.02,-0.01
2.501343,0.09,0.01,-0.01
2.504575,0.09,0.01,-0.01
2.520740,0.09,-0.00,-0.01
2.521569,0.10,-0.01,-0.01
2.521854,0.10,-0.01,-0.01
2.522100,0.10,-0.01,-0.01
2.522352,0.10,-0.01,-0.00
2.522600,0.10,-0.02,-0.00
2.522841,0.10,-0.02,-0.00
2.523087,0.09,-0.02,-0.00
2.527121,0.09,-0.02,-0.00
2.527983,0.09,-0.02,-0.00
2.530727,0.08,-0.02,-0.00
2.532808,0.08,-0.03,0.00
2.535202,0.07,-0.03,-0.00
2.537520,0.06,-0.03,-0.00
2.539770,0.05,-0.04,-0.00
2.542918,0.04,-0.04,-0.00
2.544059,0.03,-0.04,-0.00
2.547046,0.02,-0.04,-0.00
2.549288,0.01,-0.04,-0.00
2.551624,0.00,-0.04,-0.01
2.555619,-0.01,-0.04,-0.01
2.557410,-0.02,-0.04,-0.01
2.559950,-0.03,-0.04,-0.01
2.561706,-0.03,-0.04,-0.01
2.564681,-0.04,-0.04,-0.02
2.566260,-0.05,-0.04,-0.02
2.568956,-0.06,-0.04,-0.02
2.571543,-0.06,-0.04,-0.02
2.574829,-0.07,-0.04,-0.02
2.577408,-0.07,-0.04,-0.02
2.579587,-0.07,-0.04,-0.02
2.581457,-0.07,-0.04,-0.02
2.584056,-0.07,-0.03,-0.02
2.585858,-0.07,-0.03,-0.02
2.592749,-0.07,-0.02,-0.02
2.593765,-0.07,-0.01,-0.02
2.594248,-0.07,-0.00,-0.02
2.597133,-0.06,0.00,-0.02
2.600730,-0.06,0.01,-0.02
2.601526,-0.06,0.02,-0.02
2.604723,-0.05,0.02,-0.01
2.618310,-0.05,0.03,-0.01
2.619223,-0.05,0.04,-0.01
2.619576,-0.05,0.04,-0.01
2.619909,-0.05,0.05,-0.01
2.620213,-0.04,0.05,-0.01
2.620620,-0.04,0.06,-0.01
2.620950,-0.04,0.05,-0.01
2.623369,-0.04,0.05,-0.01
2.625934,-0.03,0.04,-0.01
2.628387,-0.03,0.03,-0.00
2.630820,-0.03,0.02,-0.01
2.633686,-0.02,0.01,-0.00
2.636693,-0.02,0.01,0.00
2.637871,-0.01,0.00,-0.00
2.639947,-0.01,-0.00,-0.00
2.642792,-0.00,0.00,0.00
2.644987,-0.00,0.00,0.00
2.647443,0.00,0.01,-0.00
2.650586,0.01,0.01,-0.00
2.653938,0.01,0.02,-0.00
2.655094,0.01,0.02,-0.00
2.657560,0.02,0.03,-0.01
2.659719,0.02,0.04,-0.00
2.662275,0.03,0.05,-0.01
2.664647,0.04,0.06,-0.01
2.667403,0.04,0.06,-0.01
2.671575,0.05,0.06,-0.01
2.672530,0.06,0.06,-0.01
2.674725,0.07,0.06,-0.01
2.677181,0.07,0.06,-0.01
2.680069,0.08,0.05,-0.01
2.682308,0.08,0.04,-0.01
2.692130,0.09,0.03,-0.01
2.693201,0.09,0.02,-0.02
2.693703,0.10,0.02,-0.02
2.694137,0.10,0.01,-0.02
2.694530,0.10,0.00,-0.03
2.700599,0.10,-0.00,-0.03
2.701362,0.10,-0.01,-0.03
2.716358,0.10,-0.02,-0.04
2.717252,0.10,-0.03,-0.04
2.717603,0.09,-0.04,-0.04
2.717909,0.08,-0.05,-0.03
2.718214,0.07,-0.06,-0.03
2.718515,0.06,-0.07,-0.02
2.718811,0.05,-0.07,-0.02
2.719085,0.04,-0.07,-0.02
2.722165,0.03,-0.07,-0.01
2.725095,0.01,-0.07,-0.01
2.727343,-0.00,-0.07,-0.01
2.729528,-0.02,-0.07,-0.01
2.731526,-0.03,-0.07,-0.02
2.736685,-0.05,-0.06,-0.02
2.738175,-0.06,-0.06,-0.02
2.738783,-0.08,-0.06,-0.02
2.741211,-0.09,-0.05,-0.02
2.743668,-0.11,-0.04,-0.02
2.746121,-0.12,-0.03,-0.02
2.748532,-0.13,-0.02,-0.02
2.753133,-0.14,-0.01,-0.02
2.756003,-0.15,-0.00,-0.02
2.756724,-0.15,0.00,-0.02
2.758228,-0.16,0.00,-0.02
2.760859,-0.16,0.00,-0.02
2.763402,-0.16,0.00,-0.02
2.766064,-0.16,-0.00,-0.02
2.769846,-0.16,-0.00,-0.02
2.771482,-0.15,-0.00,-0.02
2.775029,-0.15,-0.01,-0.02
2.775782,-0.14,-0.01,-0.02
2.778384,-0.13,-0.01,-0.02
2.780602,-0.12,-0.01,-0.02
2.783268,-0.11,-0.02,-0.02
2.789791,-0.10,-0.02,-0.02
2.792827,-0.08,-0.03,-0.01
2.793409,-0.07,-0.03,-0.01
2.793819,-0.05,-0.03,-0.01
2.796560,-0.04,-0.03,-0.01
2.800582,-0.02,-0.02,-0.01
2.801214,-0.00,-0.02,-0.01
2.819583,0.01,-0.01,-0.00
2.820752,0.03,-0.01,-0.00
2.821189,0.04,-0.00,-0.00
2.821576,0.06,0.00,-0.01
2.821896,0.07,0.01,-0.01
2.822199,0.09,0.01,-0.01
2.822491,0.10,0.01,-0.01
2.822780,0.11,0.02,-0.01
2.823627,0.13,0.01,-0.02
2.825835,0.13,0.02,-0.02
2.828650,0.14,0.02,-0.02
2.830708,0.14,0.02,-0.02
2.832813,0.14,0.02,-0.02
2.835393,0.14,0.02,-0.02
2.838602,0.13,0.03,-0.02
2.840368,0.12,0.03,-0.01
2.842654,0.12,0.03,-0.01
2.845427,0.10,0.03,-0.01
2.847409,0.09,0.03,-0.01
2.850109,0.08,0.03,-0.01
2.852827,0.06,0.03,-0.01
2.855294,0.05,0.03,-0.01
2.857082,0.03,0.03,-0.01
2.859238,0.01,0.03,-0.01
2.865988,-0.00,0.03,-0.01
2.866683,-0.02,0.04,-0.01
2.866974,-0.03,0.04,-0.01
2.869767,-0.05,0.03,-0.01
2.872593,-0.07,0.03,-0.01
2.875254,-0.08,0.03,-0.01
2.877610,-0.09,0.03,-0.01
2.880607,-0.11,0.03,-0.01
2.884269,-0.12,0.03,-0.01
2.885142,-0.13,0.04,-0.01
2.886995,-0.14,0.05,-0.01
2.889747,-0.15,0.06,-0.01
2.891320,-0.15,0.06,-0.01
2.893773,-0.15,0.08,-0.01
2.896244,-0.15,0.09,-0.01
2.905616,-0.15,0.09,-0.01
2.907028,-0.15,0.10,-0.01
2.907508,-0.14,0.11,-0.02
2.907897,-0.13,0.12,-0.02
2.912571,-0.12,0.12,-0.02
2.913249,-0.11,0.12,-0.02
2.913734,-0.10,0.12,-0.01
2.917519,-0.09,0.12,-0.01
2.927767,-0.07,0.11,-0.01
2.928681,-0.05,0.10,-0.01
2.929031,-0.04,0.09,-0.01
2.929343,-0.01,0.07,-0.01
2.929668,0.01,0.05,-0.01
2.931208,0.02,0.03,-0.01
2.939233,0.04,0.01,-0.01
2.940214,0.06,-0.01,-0.01
2.940715,0.08,-0.03,-0.01
2.941885,0.09,-0.05,-0.01
2.944791,0.10,-0.06,-0.01
2.947079,0.11,-0.07,-0.01
2.950562,0.12,-0.09,-0.01
2.951715,0.12,-0.09,-0.01
2.954654,0.12,-0.10,-0.01
2.955891,0.12,-0.10,-0.01
2.960050,0.12,-0.10,-0.01
2.961172,0.11,-0.09,-0.02
2.964593,0.10,-0.08,-0.02
2.967389,0.09,-0.07,-0.02
2.968631,0.07,-0.06,-0.02
2.971565,0.06,-0.04,-0.03
2.973806,0.04,-0.02,-0.03
2.976066,0.02,0.00,-0.04
2.979345,0.01,0.02,-0.04
2.983305,-0.01,0.05,-0.04
2.984546,-0.03,0.07,-0.05
2.986247,-0.04,0.09,-0.05
2.988254,-0.06,0.11,-0.06
2.990626,-0.07,0.13,-0.06
2.993293,-0.08,0.14,-0.06
2.995850,-0.08,0.15,-0.07
3.005088,-0.09,0.16,-0.07
3.006114,-0.09,0.17,-0.07
3.006601,-0.09,0.17,-0.06
3.006997,-0.08,0.18,-0.06
3.007597,-0.08,0.18,-0.05
3.012580,-0.07,0.18,-0.05
3.013259,-0.07,0.17,-0.04
3.016860,-0.06,0.17,-0.04
3.028033,-0.04,0.17,-0.03
3.028907,-0.04,0.16,-0.02
3.029275,-0.03,0.16,-0.01
3.029609,-0.02,0.15,-0.01
3.029906,-0.01,0.15,0.00
3.030189,-0.00,0.14,0.01
3.038759,0.01,0.12,0.02
3.039569,0.01,0.11,0.02
3.039881,0.02,0.09,0.03
3.040173,0.02,0.07,0.04
3.042537,0.03,0.06,0.05
3.045017,0.03,0.04,0.06
3.047374,0.03,0.03,0.07
3.049531,0.03,0.02,0.07
3.052786,0.03,0.00,0.08
3.056122,0.02,-0.01,0.09
3.058138,0.02,-0.01,0.09
3.059672,0.01,-0.02,0.10
3.062569,0.01,-0.01,0.11
3.065913,0.00,-0.01,0.12
3.068378,-0.01,-0.00,0.12
3.069870,-0.01,0.01,0.13
3.072830,-0.02,0.02,0.14
3.075047,-0.03,0.04,0.15
3.077226,-0.04,0.05,0.16
3.079769,-0.05,0.07,0.16
3.082698,-0.05,0.09,0.17
3.085211,-0.06,0.11,0.18
3.086912,-0.07,0.13,0.19
3.089741,-0.07,0.16,0.19
3.092239,-0.08,0.19,0.20
3.094385,-0.08,0.22,0.21
3.097477,-0.08,0.25,0.21
3.105609,-0.08,0.27,0.22
3.106434,-0.08,0.29,0.22
3.106919,-0.07,0.30,0.22
3.107363,-0.07,0.31,0.22
3.112677,-0.06,0.30,0.22
3.113474,-0.04,0.28,0.22
3.113991,-0.02,0.25,0.22
3.129272,0.00,0.20,0.23
3.129872,0.03,0.14,0.23
3.130162,0.06,0.07,0.23
3.130443,0.07,0.00,0.22
3.130727,0.09,-0.07,0.22
3.131021,0.10,-0.12,0.21
3.131360,0.10,-0.17,0.19
3.142140,0.09,-0.19,0.18
3.142847,0.08,-0.21,0.16
3.143129,0.06,-0.22,0.15
3.143380,0.05,-0.23,0.13
3.143623,0.02,-0.23,0.11
3.146542,0.00,-0.22,0.10
3.158757,-0.02,-0.22,0.08
3.160042,-0.05,-0.21,0.06
3.160736,-0.07,-0.20,0.05
3.161158,-0.10,-0.20,0.04
3.161555,-0.13,-0.19,0.04
3.161944,-0.15,-0.18,0.03
3.162862,-0.18,-0.18,0.03
3.176345,-0.20,-0.18,0.03
3.177226,-0.22,-0.17,0.03
3.177633,-0.24,-0.16,0.03
3.178042,-0.26,-0.16,0.03
3.178423,-0.27,-0.15,0.03
3.178824,-0.28,-0.13,0.03
3.193753,-0.29,-0.13,0.03
3.194700,-0.30,-0.12,0.04
3.195139,-0.30,-0.11,0.04
3.195533,-0.30,-0.10,0.04
3.196487,-0.29,-0.10,0.05
3.196892,-0.29,-0.09,0.05
3.224806,-0.28,-0.09,0.05
3.225365,-0.27,-0.09,0.06
3.225640,-0.26,-0.10,0.06
3.225892,-0.25,-0.11,0.07
3.226155,-0.24,-0.12,0.08
3.226400,-0.23,-0.13,0.09
3.226649,-0.21,-0.13,0.10
3.226895,-0.20,-0.14,0.10
3.227141,-0.18,-0.14,0.11
3.227390,-0.16,-0.13,0.11
3.227639,-0.15,-0.13,0.12
3.227885,-0.13,-0.13,0.12
3.228125,-0.11,-0.12,0.12
3.228443,-0.09,-0.12,0.12
3.234016,-0.08,-0.11,0.12
3.234649,-0.06,-0.10,0.11
3.234939,-0.04,-0.09,0.11
3.237761,-0.03,-0.08,0.11
3.239928,-0.01,-0.07,0.10
3.241871,0.00,-0.06,0.10
3.244662,0.02,-0.05,0.09
3.246968,0.03,-0.03,0.08
3.250040,0.05,-0.01,0.07
3.252427,0.06,0.01,0.06
3.254747,0.08,0.03,0.06
3.257658,0.09,0.05,0.05
3.260050,0.11,0.07,0.04
3.262763,0.12,0.09,0.04
3.265949,0.13,0.11,0.04
3.267785,0.13,0.13,0.04
3.269471,0.14,0.14,0.05
3.272505,0.14,0.14,0.06
3.274812,0.15,0.13,0.07
3.277718,0.15,0.12,0.07
3.281046,0.15,0.11,0.08
3.282190,0.15,0.09,0.08
3.284431,0.15,0.07,0.08
3.286697,0.14,0.05,0.08
3.289695,0.13,0.03,0.08
3.291760,0.12,0.01,0.08
3.294162,0.11,0.00,0.07
3.302132,0.09,-0.01,0.06
3.308405,0.07,-0.01,0.06
3.309254,0.05,-0.01,0.05
3.309773,0.03,-0.01,0.04
3.310246,0.00,-0.01,0.02
3.310654,-0.02,-0.01,0.01
3.325398,-0.04,-0.02,0.00
3.326013,-0.06,-0.02,-0.00
3.326319,-0.08,-0.02,-0.01
3.326593,-0.10,-0.01,-0.02
3.326884,-0.12,-0.01,-0.02
3.327176,-0.13,0.00,-0.02
3.327463,-0.15,0.01,-0.03
3.334496,-0.16,0.02,-0.02
3.335271,-0.18,0.02,-0.02
3.335576,-0.19,0.02,-0.02
3.335859,-0.19,0.03,-0.02
3.340684,-0.20,0.03,-0.02
3.341257,-0.20,0.03,-0.02
3.344160,-0.20,0.03,-0.02
3.348979,-0.20,0.02,-0.03
3.349649,-0.20,0.02,-0.03
3.350478,-0.20,0.01,-0.03
3.353693,-0.20,0.01,-0.03
3.355989,-0.20,-0.00,-0.03
3.358878,-0.19,-0.01,-0.03
3.362068,-0.19,-0.02,-0.03
3.363792,-0.19,-0.02,-0.03
3.366503,-0.18,-0.03,-0.04
3.372467,-0.18,-0.04,-0.04
3.373087,-0.17,-0.04,-0.04
3.373397,-0.17,-0.04,-0.05
3.376151,-0.16,-0.05,-0.05
3.380226,-0.15,-0.05,-0.06
3.381236,-0.15,-0.05,-0.06
3.382034,-0.14,-0.05,-0.07
3.385793,-0.13,-0.06,-0.08
3.387706,-0.12,-0.07,-0.08
3.389724,-0.11,-0.08,-0.09
3.399163,-0.11,-0.08,-0.10
3.400895,-0.10,-0.09,-0.10
3.405322,-0.10,-0.09,-0.10
3.405821,-0.10,-0.10,-0.10
3.406155,-0.09,-0.09,-0.09
3.406485,-0.09,-0.08,-0.08
3.406826,-0.10,-0.08,-0.08
3.410692,-0.10,-0.07,-0.08
3.418083,-0.10,-0.05,-0.07
3.418799,-0.10,-0.04,-0.07
3.419044,-0.11,-0.02,-0.06
3.419260,-0.11,-0.01,-0.06
3.422264,-0.13,0.00,-0.05
3.424573,-0.14,0.02,-0.04
3.426834,-0.15,0.03,-0.03
3.429789,-0.16,0.04,-0.03
3.432051,-0.18,0.05,-0.01
3.434361,-0.19,0.06,-0.01
3.436433,-0.19,0.07,-0.01
3.439613,-0.19,0.09,-0.00
3.441856,-0.18,0.11,0.00
3.444846,-0.16,0.13,0.00
3.446782,-0.14,0.17,0.01
3.449048,-0.13,0.20,0.01
3.451645,-0.11,0.24,0.01
3.453931,-0.10,0.29,0.02
3.457625,-0.08,0.32,0.02
3.461359,-0.06,0.34,0.03
3.462377,-0.04,0.35,0.03
3.463664,-0.01,0.34,0.03
3.466390,0.01,0.33,0.03
3.469203,0.05,0.31,0.03
3.471091,0.08,0.29,0.02
3.474457,0.11,0.27,0.02
3.476752,0.14,0.26,0.01
3.479271,0.18,0.24,0.01
3.481470,0.21,0.24,0.01
3.483355,0.24,0.24,0.01
3.486274,0.27,0.24,0.01
3.488453,0.29,0.24,0.01
3.491247,0.32,0.24,0.01
3.498596,0.34,0.24,0.01
3.499817,0.36,0.23,0.02
3.500423,0.37,0.22,0.02
3.503443,0.38,0.21,0.03
3.504100,0.39,0.21,0.03
3.508708,0.41,0.20,0.04
3.509366,0.41,0.20,0.05
3.522111,0.41,0.20,0.05
3.522956,0.41,0.21,0.05
3.523275,0.41,0.22,0.06
3.523589,0.41,0.24,0.06
3.523877,0.40,0.26,0.07
3.524160,0.39,0.28,0.07
3.533196,0.39,0.29,0.07
3.533988,0.37,0.31,0.07
3.534289,0.35,0.31,0.07
3.534580,0.32,0.31,0.07
3.534865,0.29,0.31,0.07
3.539581,0.26,0.31,0.08
3.540057,0.23,0.32,0.08
3.543157,0.19,0.33,0.07
3.546820,0.16,0.35,0.07
3.548117,0.12,0.36,0.07
3.550614,0.08,0.39,0.06
3.552681,0.04,0.42,0.06
3.555382,0.01,0.44,0.05
3.557949,-0.03,0.46,0.05
3.560187,-0.07,0.47,0.04
3.565040,-0.10,0.46,0.03
3.565831,-0.13,0.44,0.03
3.567972,-0.14,0.43,0.02
3.570261,-0.16,0.43,0.01
3.572773,-0.18,0.43,0.01
3.575818,-0.19,0.42,0.00
3.578843,-0.20,0.42,-0.00
3.579570,-0.21,0.40,-0.01
3.582981,-0.21,0.39,-0.01
3.584813,-0.21,0.37,-0.02
3.586523,-0.20,0.35,-0.02
3.589943,-0.19,0.30,-0.03
3.596994,-0.16,0.26,-0.03
3.598216,-0.14,0.23,-0.04
3.598754,-0.11,0.20,-0.04
3.599395,-0.08,0.18,-0.04
3.604714,-0.05,0.15,-0.04
3.605472,-0.02,0.13,-0.04
3.608726,0.00,0.10,-0.03
3.609420,0.03,0.08,-0.03
3.620837,0.05,0.07,-0.03
3.621735,0.07,0.05,-0.02
3.622112,0.09,0.03,-0.02
3.622444,0.11,0.02,-0.02
3.622744,0.12,-0.00,-0.02
3.623759,0.14,-0.02,-0.01
3.631651,0.14,-0.04,-0.01
3.632513,0.15,-0.07,-0.00
3.632829,0.16,-0.09,0.00
3.633942,0.17,-0.11,0.01
3.636860,0.18,-0.13,0.01
3.639350,0.18,-0.16,0.02
3.642279,0.19,-0.17,0.03
3.645460,0.19,-0.18,0.04
3.647482,0.19,-0.19,0.04
3.648799,0.20,-0.20,0.05
3.651958,0.20,-0.21,0.05
3.654159,0.19,-0.20,0.05
3.658491,0.19,-0.19,0.05
3.659593,0.18,-0.18,0.06
3.661926,0.17,-0.17,0.06
3.663929,0.16,-0.16,0.07
3.666316,0.15,-0.15,0.08
3.668487,0.14,-0.14,0.09
3.670651,0.13,-0.13,0.10
3.674468,0.12,-0.12,0.10
3.676240,0.12,-0.12,0.10
3.678049,0.12,-0.13,0.10
3.681194,0.13,-0.13,0.10
3.683052,0.13,-0.15,0.11
3.686120,0.13,-0.17,0.11
3.688761,0.13,-0.19,0.12
3.695337,0.12,-0.20,0.12
3.696479,0.11,-0.21,0.12
3.697032,0.10,-0.22,0.10
3.698389,0.09,-0.22,0.08
3.700480,0.08,-0.21,0.05
3.703302,0.08,-0.20,0.02
3.705379,0.07,-0.20,-0.00
3.727451,0.07,-0.20,-0.02
