time,wx (rad/s),wy (rad/s),wz (rad/s)
105.369087,0.06,-1.50,3.92
105.370058,0.07,-1.52,3.90
105.370470,0.10,-1.54,3.88
105.370840,0.13,-1.55,3.87
105.371138,0.16,-1.55,3.85
105.371430,0.20,-1.53,3.84
105.371726,0.24,-1.52,3.84
105.378323,0.27,-1.49,3.84
105.379230,0.30,-1.47,3.85
105.379537,0.31,-1.44,3.86
105.382355,0.32,-1.41,3.87
105.385041,0.31,-1.38,3.88
105.387255,0.30,-1.35,3.90
105.390333,0.28,-1.32,3.91
105.392187,0.27,-1.28,3.93
105.394953,0.27,-1.25,3.95
105.396093,0.27,-1.23,3.96
105.399088,0.27,-1.20,3.98
105.401714,0.29,-1.18,3.99
105.403698,0.31,-1.16,4.01
105.407325,0.33,-1.14,4.03
105.408972,0.37,-1.11,4.05
105.411651,0.40,-1.09,4.08
105.414583,0.44,-1.07,4.10
105.417447,0.48,-1.05,4.13
105.419585,0.52,-1.03,4.15
105.422235,0.56,-1.01,4.17
105.425118,0.60,-1.00,4.18
105.426360,0.64,-0.98,4.20
105.428558,0.68,-0.97,4.21
105.430974,0.71,-0.96,4.21
105.434317,0.75,-0.96,4.21
105.435446,0.77,-0.95,4.21
105.445628,0.80,-0.95,4.19
105.446861,0.81,-0.94,4.17
105.447360,0.82,-0.94,4.14
105.447748,0.83,-0.94,4.10
105.448437,0.82,-0.93,4.06
105.452750,0.83,-0.92,4.00
105.453589,0.83,-0.90,3.95
105.456794,0.84,-0.87,3.89
105.470848,0.85,-0.83,3.82
105.472013,0.87,-0.78,3.75
105.472619,0.88,-0.72,3.68
105.473134,0.90,-0.65,3.60
105.474214,0.91,-0.57,3.53
105.474797,0.92,-0.48,3.46
105.475300,0.93,-0.39,3.38
105.475770,0.93,-0.29,3.31
105.477808,0.93,-0.19,3.23
105.480381,0.92,-0.09,3.15
105.483305,0.89,0.01,3.07
105.486050,0.86,0.10,3.00
105.489180,0.81,0.21,2.93
105.492250,0.76,0.31,2.86
105.493249,0.71,0.41,2.81
105.494579,0.66,0.52,2.77
105.498464,0.60,0.62,2.73
105.500980,0.55,0.72,2.70
105.502473,0.50,0.81,2.66
105.506040,0.44,0.89,2.63
105.507601,0.39,0.95,2.60
105.509863,0.34,1.00,2.57
105.512722,0.29,1.02,2.53
105.514813,0.26,1.03,2.50
105.517757,0.23,1.02,2.47
105.520047,0.21,0.99,2.44
105.522720,0.21,0.95,2.43
105.525045,0.20,0.89,2.42
105.527438,0.21,0.82,2.42
105.529268,0.21,0.74,2.42
105.532636,0.20,0.65,2.42
105.534578,0.20,0.55,2.41
105.537098,0.18,0.45,2.40
105.541381,0.16,0.34,2.38
105.543023,0.14,0.24,2.36
105.545379,0.12,0.13,2.33
105.546485,0.10,0.03,2.30
105.549035,0.08,-0.07,2.27
105.551908,0.06,-0.15,2.23
105.560931,0.04,-0.22,2.19
105.562150,0.02,-0.28,2.15
105.562665,-0.01,-0.33,2.11
105.563065,-0.03,-0.36,2.06
105.563676,-0.06,-0.38,2.00
105.568775,-0.10,-0.39,1.95
105.569575,-0.15,-0.39,1.89
105.582836,-0.20,-0.37,1.82
105.583846,-0.26,-0.34,1.76
105.584272,-0.31,-0.30,1.69
105.584754,-0.36,-0.25,1.63
105.585099,-0.41,-0.18,1.56
105.585412,-0.44,-0.10,1.50
105.585724,-0.47,-0.02,1.44
105.592443,-0.50,0.06,1.39
105.593393,-0.52,0.15,1.33
105.593660,-0.54,0.23,1.28
105.596044,-0.56,0.30,1.24
105.600167,-0.57,0.35,1.19
105.601412,-0.58,0.38,1.16
105.605051,-0.58,0.39,1.14
105.606265,-0.58,0.39,1.12
105.609195,-0.57,0.38,1.12
105.611582,-0.56,0.35,1.12
105.613803,-0.55,0.32,1.13
105.615504,-0.53,0.26,1.14
105.619634,-0.49,0.20,1.16
105.620429,-0.46,0.12,1.18
105.624812,-0.41,0.04,1.20
105.625935,-0.36,-0.05,1.22
105.628767,-0.31,-0.13,1.24
105.632208,-0.25,-0.22,1.25
105.634821,-0.20,-0.30,1.25
105.637106,-0.15,-0.37,1.26
105.643246,-0.10,-0.44,1.25
105.648974,-0.06,-0.49,1.25
105.649580,-0.02,-0.52,1.24
105.650070,0.01,-0.54,1.23
105.650436,0.04,-0.54,1.21
105.650784,0.06,-0.53,1.18
105.653058,0.07,-0.50,1.15
105.663595,0.07,-0.46,1.11
105.664733,0.06,-0.41,1.07
105.665116,0.04,-0.34,1.02
105.665460,0.01,-0.26,0.97
105.665804,-0.03,-0.17,0.92
105.667894,-0.08,-0.07,0.86
105.673556,-0.15,0.04,0.80
105.674582,-0.21,0.15,0.74
105.674898,-0.29,0.26,0.68
105.679904,-0.37,0.36,0.61
105.680554,-0.44,0.46,0.55
105.682232,-0.52,0.56,0.50
105.686219,-0.58,0.64,0.45
105.687282,-0.64,0.71,0.41
105.689780,-0.69,0.78,0.37
105.692677,-0.72,0.83,0.33
105.694327,-0.74,0.87,0.29
105.697251,-0.75,0.90,0.26
105.699637,-0.75,0.90,0.23
105.703596,-0.73,0.89,0.22
105.704876,-0.71,0.85,0.22
105.706913,-0.67,0.80,0.22
105.709694,-0.63,0.73,0.23
105.712216,-0.59,0.65,0.25
105.714377,-0.54,0.57,0.27
105.716555,-0.48,0.48,0.30
105.719738,-0.42,0.40,0.33
105.722000,-0.36,0.31,0.37
105.724418,-0.30,0.25,0.41
105.726023,-0.24,0.19,0.45
105.729475,-0.19,0.14,0.49
105.731788,-0.13,0.10,0.53
105.736434,-0.09,0.07,0.57
105.737881,-0.04,0.06,0.61
105.738406,0.00,0.05,0.65
105.742349,0.05,0.06,0.69
105.744473,0.09,0.08,0.72
105.746260,0.13,0.13,0.75
105.749156,0.16,0.18,0.77
105.759434,0.19,0.24,0.78
105.765128,0.22,0.31,0.79
105.765762,0.24,0.38,0.79
105.766250,0.26,0.46,0.78
105.766671,0.28,0.54,0.77
105.767089,0.30,0.63,0.74
105.767506,0.31,0.73,0.71
105.782777,0.32,0.83,0.68
105.783841,0.32,0.92,0.64
105.784377,0.32,1.02,0.59
105.784846,0.32,1.12,0.53
105.785271,0.31,1.22,0.47
105.787639,0.29,1.31,0.41
105.788355,0.27,1.40,0.34
105.788714,0.24,1.48,0.26
105.789058,0.21,1.56,0.18
105.790098,0.18,1.62,0.10
105.794279,0.14,1.67,0.03
105.796257,0.10,1.71,-0.05
105.799295,0.07,1.74,-0.11
105.802338,0.03,1.73,-0.18
105.806282,0.00,1.71,-0.24
105.806919,-0.02,1.66,-0.29
105.808003,-0.04,1.59,-0.33
105.811766,-0.05,1.50,-0.37
105.812990,-0.06,1.37,-0.39
105.815526,-0.06,1.22,-0.41
105.819149,-0.05,1.05,-0.42
105.821878,-0.05,0.87,-0.42
105.822972,-0.04,0.68,-0.42
105.825502,-0.04,0.49,-0.40
105.827694,-0.03,0.29,-0.39
105.830567,-0.03,0.10,-0.36
105.834923,-0.03,-0.08,-0.33
105.836138,-0.03,-0.25,-0.30
105.837426,-0.04,-0.40,-0.27
105.840597,-0.06,-0.54,-0.24
105.842403,-0.08,-0.66,-0.20
105.845219,-0.10,-0.76,-0.17
105.847232,-0.12,-0.84,-0.14
105.856231,-0.14,-0.90,-0.11
105.857667,-0.16,-0.95,-0.09
105.858150,-0.18,-0.98,-0.07
105.858544,-0.20,-1.00,-0.06
105.864874,-0.22,-1.01,-0.05
105.865721,-0.24,-1.01,-0.05
105.866159,-0.26,-0.99,-0.05
105.879685,-0.28,-0.97,-0.05
105.881005,-0.29,-0.93,-0.06
105.881475,-0.31,-0.88,-0.06
105.881904,-0.33,-0.81,-0.07
105.882309,-0.35,-0.74,-0.08
105.882689,-0.37,-0.66,-0.09
105.883080,-0.39,-0.58,-0.10
105.889422,-0.41,-0.49,-0.12
105.890544,-0.43,-0.39,-0.13
105.890956,-0.45,-0.30,-0.15
105.891300,-0.47,-0.20,-0.17
105.894829,-0.48,-0.09,-0.18
105.897763,-0.49,0.01,-0.20
105.900884,-0.50,0.12,-0.21
105.901893,-0.50,0.22,-0.23
105.904656,-0.50,0.31,-0.23
105.906884,-0.49,0.40,-0.24
105.909307,-0.49,0.48,-0.25
105.912258,-0.48,0.54,-0.25
105.915316,-0.47,0.60,-0.25
105.920705,-0.45,0.64,-0.25
105.921487,-0.43,0.65,-0.24
105.921898,-0.41,0.66,-0.23
105.924061,-0.39,0.65,-0.23
105.925935,-0.37,0.63,-0.21
105.929625,-0.35,0.60,-0.20
105.931847,-0.32,0.56,-0.18
105.938763,-0.29,0.52,-0.16
105.940002,-0.26,0.47,-0.14
105.940634,-0.22,0.42,-0.12
105.948032,-0.18,0.35,-0.10
105.949035,-0.15,0.28,-0.08
105.949700,-0.11,0.21,-0.06
105.950203,-0.07,0.13,-0.04
105.950677,-0.03,0.05,-0.02
105.963850,0.01,-0.03,-0.00
105.965017,0.04,-0.11,0.01
105.965483,0.07,-0.18,0.03
105.966027,0.11,-0.24,0.05
105.966376,0.14,-0.29,0.06
105.968199,0.16,-0.34,0.07
105.968771,0.18,-0.38,0.07
105.969897,0.20,-0.40,0.08
105.974394,0.22,-0.42,0.08
105.975290,0.23,-0.42,0.09
105.978615,0.24,-0.42,0.09
105.980956,0.25,-0.41,0.09
105.985134,0.26,-0.39,0.09
105.986343,0.26,-0.35,0.09
105.987046,0.26,-0.30,0.09
105.990604,0.26,-0.25,0.09
105.992901,0.26,-0.20,0.08
105.995348,0.25,-0.14,0.08
105.997974,0.24,-0.09,0.08
106.001643,0.23,-0.03,0.07
106.003142,0.22,0.01,0.07
106.005838,0.21,0.04,0.06
106.007961,0.20,0.08,0.06
106.009800,0.19,0.11,0.05
106.012782,0.19,0.14,0.05
106.015474,0.18,0.17,0.04
106.017767,0.18,0.21,0.04
106.020366,0.18,0.24,0.04
106.022135,0.19,0.27,0.04
106.024898,0.19,0.29,0.03
106.027213,0.19,0.31,0.03
106.032110,0.20,0.33,0.03
106.033411,0.21,0.35,0.03
106.034830,0.22,0.37,0.03
106.038771,0.23,0.38,0.02
106.039307,0.24,0.40,0.02
106.041556,0.24,0.41,0.01
106.044109,0.25,0.42,0.01
106.046603,0.25,0.44,0.00
106.054037,0.25,0.45,-0.01
106.055182,0.26,0.46,-0.01
106.055630,0.25,0.47,-0.02
106.060644,0.25,0.48,-0.03
106.061453,0.25,0.50,-0.03
106.061957,0.24,0.51,-0.04
106.080839,0.23,0.52,-0.04
106.081786,0.22,0.53,-0.05
106.082177,0.21,0.54,-0.06
106.082519,0.20,0.54,-0.06
106.082812,0.19,0.54,-0.06
106.083122,0.18,0.54,-0.06
106.083397,0.17,0.53,-0.07
106.083670,0.16,0.53,-0.06
106.083940,0.16,0.52,-0.06
106.087176,0.15,0.51,-0.06
106.089933,0.15,0.50,-0.06
106.092645,0.15,0.49,-0.06
106.093591,0.16,0.48,-0.05
106.097260,0.16,0.46,-0.05
106.099912,0.17,0.45,-0.04
106.101231,0.17,0.43,-0.03
106.104558,0.18,0.41,-0.03
106.106118,0.18,0.40,-0.02
106.108930,0.18,0.38,-0.01
106.111804,0.18,0.35,-0.00
106.113154,0.19,0.33,0.01
106.116170,0.19,0.31,0.01
106.122446,0.18,0.28,0.03
106.123525,0.18,0.26,0.03
106.123886,0.17,0.23,0.04
106.125952,0.16,0.21,0.06
106.129172,0.15,0.18,0.07
106.131740,0.14,0.16,0.08
106.133422,0.12,0.13,0.09
106.135479,0.11,0.10,0.10
106.139231,0.09,0.08,0.11
106.141148,0.07,0.06,0.12
106.144057,0.06,0.04,0.13
106.146199,0.05,0.01,0.13
106.154238,0.04,-0.00,0.14
106.155480,0.02,-0.02,0.14
106.155969,0.01,-0.03,0.15
106.156570,-0.00,-0.05,0.15
106.158796,-0.02,-0.06,0.14
106.162812,-0.03,-0.07,0.14
106.163505,-0.05,-0.08,0.14
106.180181,-0.06,-0.09,0.13
106.181210,-0.07,-0.09,0.13
106.181683,-0.08,-0.10,0.13
106.182039,-0.08,-0.11,0.13
106.182341,-0.09,-0.11,0.12
106.182627,-0.09,-0.11,0.12
106.182917,-0.10,-0.12,0.11
106.183195,-0.10,-0.12,0.11
106.185929,-0.11,-0.12,0.10
106.188149,-0.12,-0.12,0.09
106.190841,-0.13,-0.12,0.09
106.193537,-0.14,-0.11,0.08
106.194137,-0.14,-0.11,0.07
106.198043,-0.15,-0.10,0.06
106.199549,-0.15,-0.10,0.06
106.202364,-0.15,-0.09,0.05
106.204159,-0.16,-0.09,0.05
106.207304,-0.16,-0.08,0.05
106.209918,-0.15,-0.08,0.04
106.215815,-0.15,-0.07,0.04
106.217319,-0.14,-0.07,0.03
106.217879,-0.13,-0.06,0.03
106.219378,-0.12,-0.05,0.02
106.222139,-0.11,-0.05,0.02
106.224886,-0.09,-0.04,0.01
106.226894,-0.08,-0.03,0.01
106.229870,-0.06,-0.03,0.00
106.232489,-0.05,-0.02,0.00
106.233704,-0.04,-0.01,-0.00
106.237148,-0.03,-0.00,-0.01
106.239347,-0.03,0.01,-0.01
106.242229,-0.02,0.01,-0.01
106.244665,-0.02,0.01,-0.01
106.251440,-0.02,0.02,-0.01
106.252670,-0.02,0.04,-0.01
106.253283,-0.02,0.04,-0.01
106.253907,-0.02,0.05,-0.01
106.260473,-0.01,0.06,-0.01
106.261248,-0.01,0.07,-0.01
106.276765,-0.01,0.08,-0.01
106.277831,-0.02,0.09,-0.01
106.278258,-0.02,0.10,-0.02
106.278610,-0.02,0.10,-0.02
106.278900,-0.01,0.10,-0.02
106.279207,-0.01,0.11,-0.02
106.279490,-0.01,0.11,-0.03
106.279766,-0.00,0.11,-0.04
106.280894,0.00,0.11,-0.04
106.287090,0.00,0.10,-0.05
106.287629,0.01,0.10,-0.05
106.289483,0.01,0.11,-0.06
106.291367,0.01,0.11,-0.07
106.293629,0.01,0.11,-0.07
106.295796,0.01,0.11,-0.07
106.299670,0.01,0.11,-0.07
106.301680,0.02,0.11,-0.08
106.303306,0.02,0.11,-0.07
106.306414,0.02,0.11,-0.07
106.308428,0.02,0.11,-0.07
106.312366,0.02,0.11,-0.07
106.315131,0.03,0.11,-0.07
106.315662,0.03,0.11,-0.07
106.317830,0.04,0.11,-0.07
106.322463,0.04,0.11,-0.06
106.323815,0.05,0.11,-0.06
106.325888,0.06,0.11,-0.05
106.328965,0.06,0.10,-0.05
106.331321,0.07,0.10,-0.04
106.333488,0.07,0.09,-0.03
106.337264,0.08,0.08,-0.02
106.338039,0.08,0.07,-0.01
106.340897,0.09,0.07,0.00
106.343120,0.10,0.06,0.01
106.347234,0.10,0.06,0.02
106.349269,0.11,0.05,0.03
106.351172,0.12,0.05,0.04
106.353535,0.12,0.04,0.05
106.355217,0.12,0.04,0.06
106.358520,0.13,0.03,0.06
106.359765,0.13,0.03,0.07
106.364529,0.13,0.02,0.08
106.368839,0.13,0.01,0.08
106.369265,0.12,0.01,0.09
106.369643,0.12,-0.00,0.10
106.372791,0.11,-0.01,0.10
106.378249,0.10,-0.01,0.10
106.378937,0.10,-0.02,0.11
106.379892,0.10,-0.03,0.11
106.382823,0.09,-0.04,0.11
106.384247,0.09,-0.04,0.11
106.387363,0.09,-0.05,0.11
106.389802,0.09,-0.07,0.11
106.392394,0.09,-0.08,0.11
106.394232,0.09,-0.09,0.11
106.397853,0.09,-0.11,0.10
106.399616,0.09,-0.12,0.10
106.402441,0.09,-0.14,0.10
106.404729,0.09,-0.15,0.10
106.406942,0.09,-0.17,0.09
106.409445,0.09,-0.18,0.08
106.411517,0.09,-0.18,0.08
106.414488,0.09,-0.19,0.07
106.416622,0.09,-0.19,0.06
106.419729,0.08,-0.20,0.05
106.421680,0.08,-0.20,0.05
106.424374,0.07,-0.20,0.05
106.428097,0.07,-0.21,0.06
106.429292,0.06,-0.21,0.06
106.432386,0.05,-0.21,0.07
106.434000,0.05,-0.21,0.08
106.436666,0.04,-0.21,0.08
106.439398,0.04,-0.21,0.09
106.441511,0.04,-0.20,0.09
106.445926,0.03,-0.19,0.10
106.446967,0.03,-0.18,0.11
106.449367,0.02,-0.18,0.11
106.451573,0.02,-0.17,0.11
106.454008,0.02,-0.17,0.12
106.456160,0.02,-0.16,0.12
106.465974,0.02,-0.15,0.13
106.467178,0.02,-0.14,0.13
106.467765,0.03,-0.13,0.13
106.468177,0.03,-0.12,0.13
106.468644,0.03,-0.11,0.13
106.473636,0.04,-0.10,0.13
106.474356,0.04,-0.09,0.12
106.484913,0.04,-0.09,0.12
106.485848,0.04,-0.08,0.12
106.486226,0.03,-0.07,0.12
106.486550,0.03,-0.06,0.12
106.486843,0.02,-0.06,0.12
106.488895,0.02,-0.05,0.12
106.491583,0.02,-0.04,0.12
106.494509,0.02,-0.04,0.12
106.495459,0.03,-0.03,0.12
106.499177,0.03,-0.03,0.12
106.500572,0.04,-0.03,0.12
106.503512,0.04,-0.03,0.13
106.507000,0.05,-0.03,0.13
106.507678,0.05,-0.03,0.12
106.510268,0.06,-0.03,0.12
106.514237,0.06,-0.04,0.12
106.518916,0.06,-0.04,0.12
106.519687,0.06,-0.05,0.12
106.520090,0.07,-0.05,0.12
106.523140,0.07,-0.05,0.12
106.527029,0.07,-0.06,0.11
106.528091,0.07,-0.06,0.11
106.530251,0.07,-0.06,0.11
106.533585,0.07,-0.07,0.10
106.534451,0.07,-0.07,0.10
106.538040,0.07,-0.07,0.09
106.539679,0.07,-0.07,0.09
106.544120,0.07,-0.07,0.08
106.545944,0.07,-0.07,0.07
106.548651,0.07,-0.07,0.06
106.551102,0.06,-0.06,0.05
106.554421,0.06,-0.05,0.04
106.555843,0.05,-0.05,0.03
106.558696,0.04,-0.04,0.02
106.566508,0.03,-0.03,0.02
106.567708,0.02,-0.03,0.01
106.568398,0.01,-0.02,0.01
106.568869,0.00,-0.01,0.01
106.569506,-0.01,-0.01,0.01
106.573931,-0.01,-0.01,0.01
106.574668,-0.02,-0.01,0.01
106.588933,-0.03,-0.01,0.01
106.589948,-0.04,-0.01,0.01
106.590280,-0.05,-0.02,0.02
106.590547,-0.05,-0.03,0.02
106.590883,-0.06,-0.05,0.02
106.591220,-0.07,-0.07,0.02
106.591537,-0.07,-0.10,0.03
106.595161,-0.07,-0.12,0.03
106.597266,-0.07,-0.14,0.04
106.598973,-0.06,-0.17,0.04
106.602302,-0.05,-0.19,0.05
106.604734,-0.04,-0.21,0.05
106.606910,-0.03,-0.23,0.05
106.611158,-0.02,-0.25,0.05
106.612387,-0.00,-0.27,0.05
106.614032,0.01,-0.28,0.04
106.616501,0.02,-0.29,0.04
106.619492,0.03,-0.29,0.04
106.621529,0.03,-0.29,0.03
106.623653,0.04,-0.29,0.03
106.626622,0.04,-0.29,0.02
106.627896,0.05,-0.28,0.02
106.631924,0.05,-0.27,0.02
106.633764,0.05,-0.26,0.02
106.636049,0.04,-0.24,0.01
106.638455,0.04,-0.22,0.01
106.641829,0.03,-0.19,0.00
106.643602,0.02,-0.17,-0.00
106.646141,0.02,-0.15,-0.01
106.648515,0.01,-0.12,-0.01
106.651341,0.01,-0.10,-0.02
106.653735,0.01,-0.07,-0.02
106.655489,0.00,-0.05,-0.03
106.662814,-0.00,-0.02,-0.04
106.664014,-0.01,-0.00,-0.04
106.664652,-0.01,0.02,-0.04
106.665325,-0.02,0.03,-0.05
106.668706,-0.02,0.04,-0.05
106.671076,-0.02,0.04,-0.05
106.682208,-0.03,0.04,-0.05
106.683134,-0.02,0.04,-0.05
106.683532,-0.02,0.04,-0.04
106.683867,-0.02,0.04,-0.04
106.684151,-0.02,0.03,-0.04
106.685543,-0.01,0.03,-0.04
106.688986,-0.01,0.01,-0.03
106.691332,-0.01,0.00,-0.03
106.695263,-0.01,-0.01,-0.02
106.695921,-0.01,-0.03,-0.01
106.697350,-0.01,-0.04,-0.01
106.699814,-0.01,-0.05,0.00
106.703317,-0.00,-0.06,0.01
106.706298,0.00,-0.07,0.01
106.708767,0.01,-0.09,0.02
106.710033,0.01,-0.10,0.03
106.713476,0.02,-0.11,0.03
106.715282,0.02,-0.12,0.04
106.717913,0.03,-0.13,0.05
106.720096,0.03,-0.14,0.05
106.724273,0.04,-0.14,0.06
106.725591,0.04,-0.14,0.06
106.727451,0.05,-0.14,0.07
106.730341,0.05,-0.14,0.07
106.732523,0.06,-0.14,0.07
106.734797,0.06,-0.13,0.07
106.738170,0.06,-0.13,0.07
106.740690,0.06,-0.12,0.07
106.742013,0.06,-0.11,0.06
106.744869,0.07,-0.10,0.06
106.747223,0.06,-0.09,0.05
106.749828,0.06,-0.07,0.04
106.752042,0.06,-0.05,0.04
106.754238,0.05,-0.03,0.03
106.761935,0.05,-0.01,0.02
106.763135,0.05,0.01,0.01
106.763628,0.04,0.04,-0.00
106.764026,0.03,0.06,-0.01
106.768774,0.02,0.08,-0.01
106.769741,0.01,0.10,-0.02
106.772228,-0.00,0.13,-0.02
106.781544,-0.01,0.14,-0.03
106.782490,-0.02,0.16,-0.03
106.782881,-0.03,0.17,-0.03
106.783218,-0.03,0.18,-0.04
106.788189,-0.03,0.19,-0.04
106.788957,-0.03,0.20,-0.04
106.789257,-0.03,0.20,-0.04
106.792183,-0.03,0.20,-0.04
106.794390,-0.02,0.20,-0.03
106.796082,-0.02,0.19,-0.03
106.799052,-0.01,0.17,-0.03
106.802236,-0.01,0.16,-0.02
106.803325,0.00,0.14,-0.02
106.807560,0.01,0.11,-0.01
106.808933,0.02,0.09,-0.01
106.811826,0.03,0.06,0.00
106.813694,0.03,0.03,0.01
106.816142,0.05,0.00,0.02
106.818133,0.06,-0.03,0.03
106.823259,0.07,-0.06,0.04
106.824541,0.07,-0.09,0.04
106.825576,0.08,-0.12,0.05
106.828391,0.09,-0.14,0.05
106.831142,0.10,-0.17,0.06
106.833578,0.11,-0.19,0.07
106.835615,0.11,-0.21,0.08
106.839873,0.12,-0.23,0.08
106.841103,0.12,-0.24,0.09
106.843192,0.11,-0.25,0.10
106.845870,0.11,-0.25,0.10
106.847824,0.10,-0.25,0.10
106.850831,0.10,-0.25,0.09
106.853922,0.09,-0.25,0.10
106.861374,0.08,-0.24,0.09
106.862596,0.06,-0.23,0.09
106.863082,0.05,-0.22,0.09
106.863467,0.04,-0.21,0.08
106.868023,0.03,-0.19,0.08
106.868881,0.01,-0.18,0.07
106.872843,0.00,-0.16,0.06
106.873606,-0.01,-0.14,0.06
106.881644,-0.02,-0.11,0.05
106.882591,-0.04,-0.09,0.05
106.882971,-0.05,-0.07,0.04
106.883311,-0.06,-0.05,0.04
106.885949,-0.07,-0.03,0.04
106.889252,-0.08,-0.01,0.04
106.890264,-0.09,0.00,0.04
106.893710,-0.10,0.01,0.04
106.894911,-0.10,0.02,0.05
106.898380,-0.10,0.02,0.05
106.902120,-0.10,0.02,0.05
106.902754,-0.09,0.02,0.06
106.905467,-0.08,0.00,0.06
106.907844,-0.07,-0.02,0.06
106.909492,-0.05,-0.04,0.07
106.913252,-0.03,-0.07,0.07
106.914659,-0.01,-0.10,0.08
106.917248,0.01,-0.13,0.09
106.919294,0.02,-0.16,0.09
106.922903,0.04,-0.18,0.09
106.925877,0.05,-0.21,0.09
106.928111,0.06,-0.23,0.09
106.930924,0.07,-0.25,0.09
106.934063,0.07,-0.27,0.09
106.936863,0.07,-0.28,0.10
106.937830,0.08,-0.29,0.10
106.949988,0.07,-0.30,0.10
106.951236,0.07,-0.30,0.09
106.951716,0.06,-0.29,0.09
106.952747,0.06,-0.28,0.08
106.953191,0.05,-0.27,0.08
106.957013,0.04,-0.25,0.07
106.957455,0.03,-0.24,0.06
106.957772,0.02,-0.22,0.06
106.971530,0.01,-0.20,0.05
106.972573,-0.00,-0.18,0.04
106.973025,-0.01,-0.16,0.04
106.973372,-0.01,-0.14,0.03
106.973684,-0.02,-0.12,0.02
106.973969,-0.03,-0.10,0.01
106.974249,-0.04,-0.08,0.00
106.976911,-0.04,-0.06,-0.01
106.979650,-0.05,-0.05,-0.01
106.981487,-0.05,-0.03,-0.02
106.984264,-0.05,-0.03,-0.02
106.987181,-0.06,-0.02,-0.03
106.988829,-0.06,-0.01,-0.03
106.991517,-0.05,-0.00,-0.03
106.993601,-0.05,0.00,-0.03
106.995959,-0.05,0.00,-0.03
106.999598,-0.05,-0.00,-0.02
107.000259,-0.04,-0.01,-0.02
107.004490,-0.03,-0.03,-0.01
107.005867,-0.02,-0.04,0.00
107.008821,-0.01,-0.06,0.01
107.011148,0.01,-0.07,0.02
107.013805,0.02,-0.09,0.03
107.015587,0.03,-0.11,0.04
107.024472,0.05,-0.12,0.05
107.025760,0.06,-0.14,0.06
107.026307,0.07,-0.15,0.06
107.026809,0.08,-0.16,0.07
107.029544,0.09,-0.17,0.07
107.030410,0.10,-0.17,0.08
107.034362,0.11,-0.18,0.08
107.036765,0.11,-0.17,0.08
107.037954,0.11,-0.17,0.07
107.041362,0.10,-0.16,0.07
107.042150,0.10,-0.15,0.06
107.045353,0.09,-0.13,0.05
107.047840,0.08,-0.11,0.05
107.050850,0.07,-0.09,0.04
107.058634,0.05,-0.07,0.03
107.059952,0.04,-0.04,0.02
107.060548,0.03,-0.01,0.01
107.061206,0.01,0.02,0.01
107.062214,0.00,0.05,-0.00
107.067661,-0.01,0.08,-0.01
107.090129,-0.03,0.11,-0.02
107.091292,-0.04,0.13,-0.03
107.091757,-0.05,0.15,-0.03
107.092123,-0.06,0.17,-0.04
107.092578,-0.07,0.19,-0.04
107.092974,-0.08,0.20,-0.05
107.093350,-0.08,0.21,-0.05
107.093714,-0.08,0.21,-0.05
107.094076,-0.08,0.21,-0.05
107.094441,-0.08,0.20,-0.05
107.094804,-0.08,0.19,-0.05
107.095163,-0.08,0.17,-0.05
107.098960,-0.07,0.15,-0.04
107.100870,-0.07,0.13,-0.03
107.104577,-0.06,0.11,-0.03
107.106154,-0.05,0.08,-0.02
107.107079,-0.04,0.05,-0.01
107.109391,-0.03,0.02,-0.00
107.111837,-0.02,-0.00,0.01
107.114539,-0.01,-0.03,0.02
107.117224,0.01,-0.05,0.03
107.119828,0.02,-0.07,0.04
107.122442,0.03,-0.09,0.05
107.123927,0.03,-0.11,0.06
107.126992,0.04,-0.12,0.07
107.128660,0.05,-0.13,0.08
107.132254,0.05,-0.13,0.08
107.134654,0.05,-0.13,0.09
107.137183,0.05,-0.13,0.09
107.139087,0.04,-0.12,0.08
107.141668,0.04,-0.12,0.08
107.144127,0.03,-0.11,0.08
107.146233,0.02,-0.09,0.07
107.149342,0.02,-0.07,0.07
107.151910,0.01,-0.06,0.06
107.154572,-0.00,-0.04,0.05
107.156113,-0.01,-0.01,0.04
107.159092,-0.02,0.01,0.04
107.161077,-0.03,0.04,0.03
107.163674,-0.03,0.06,0.02
107.166377,-0.04,0.08,0.01
107.173879,-0.05,0.10,0.00
107.175156,-0.06,0.12,-0.00
107.175645,-0.06,0.13,-0.01
107.176058,-0.07,0.14,-0.01
107.180796,-0.08,0.14,-0.01
107.182450,-0.08,0.14,-0.02
107.183822,-0.08,0.14,-0.02
107.206054,-0.08,0.14,-0.03
107.207026,-0.08,0.13,-0.03
107.207389,-0.09,0.12,-0.03
107.207878,-0.08,0.11,-0.03
107.208170,-0.08,0.09,-0.03
107.208544,-0.08,0.08,-0.03
107.208846,-0.07,0.06,-0.02
107.209108,-0.07,0.05,-0.02
107.209362,-0.06,0.04,-0.01
107.209635,-0.06,0.02,-0.00
107.210947,-0.06,0.00,0.00
107.213357,-0.05,-0.02,0.01
107.215831,-0.05,-0.04,0.02
107.217785,-0.05,-0.05,0.03
107.220072,-0.04,-0.07,0.04
107.222978,-0.03,-0.08,0.05
107.224957,-0.03,-0.09,0.06
107.227837,-0.02,-0.10,0.06
107.230160,-0.02,-0.10,0.07
107.234343,-0.01,-0.10,0.08
107.235212,-0.01,-0.11,0.08
107.238620,-0.01,-0.11,0.08
